customer_id,first_name,last_name,email,country,segment,signup_date,credit_limit,active_flag
CUST0000053,Michael,Rodriguez,michael.rodriguez271@example.com,Canada,Retail,2026-04-29,14525.47,Y
CUST0000054,Sarah,Jackson,sarah.jackson620@example.com,Germany,E-Commerce,2020-04-13,11760.76,Y
CUST0000055,Thomas,Allen,thomas.allen501@example.com,France,Retail,2019-01-14,5055.27,Y
CUST0000056,Sarah,Williams,sarah.williams4@example.com,UAE,Wholesale,2025-02-22,13247.18,N
CUST0000057,David,Lewis,david.lewis565@example.com,Mexico,Corporate,2024-04-16,963.28,Y
CUST0000058,John,Martinez,,USA,E-Commerce,2024-07-13,1590.67,Y
CUST0000059,Sofia,Rodriguez,sofia.rodriguez43@example.com,France,E-Commerce,2018-06-13,731.41,Y
CUST0000060,Susan,Thomas,not_an_email,Canada,E-Commerce,2024-04-12,2467.66,Y
CUST0000061,Carlos,Martinez,carlos.martinez948@example.com,South Africa,Wholesale,2019-10-28,2960.65,N
CUST0000062,Barbara,Clark,barbara.clark26@example.com,UK,E-Commerce,2022-08-14,2082.8,Y
CUST0000063,Jessica,Moore,jessica.moore164@example.com,Saudi Arabia,Retail,2022-04-16,9322.79,Y
CUST0000064,Yuki,Anderson,yuki.anderson205@example.com,Singapore,Corporate,2021-12-03,2706.13,Y
CUST0000065,Joseph,Anderson,joseph.anderson25@example.com,Australia,Wholesale,2022-06-21,2149.01,Y
CUST0000066,John,Moore,john.moore360@example.com,Australia,VIP,2022-06-26,4412.04,Y
CUST0000067,Liam,Perez,liam.perez962@example.com,USA,Retail,2020-12-05,1259.49,Y
CUST0000068,Thomas,Williams,thomas.williams112@example.com,Brazil,Corporate,2021-11-16,8602.42,Y
CUST0000069,Ahmed,Ramirez,ahmed.ramirez621@example.com,Japan,Retail,2022-04-27,887.38,Y
CUST0000070,Richard,Taylor,richard.taylor46@example.com,Mexico,Corporate,2018-01-07,22170.73,Y
CUST0000071,Liam,Gonzalez,not_an_email,India,Retail,2025-06-13,7897.42,N
CUST0000072,Ahmed,Davis,ahmed.davis738@example.com,South Africa,E-Commerce,2023-09-09,1607.7,Y
CUST0000073,Carlos,Lee,carlos.lee413@example.com,Mexico,E-Commerce,2024-03-20,527.69,Y
CUST0000074,Carlos,Harris,carlos.harris694@example.com,Mexico,Wholesale,2024-11-26,8949.48,Y
CUST0000075,Priya,Scott,priya.scott854@example.com,USA,E-Commerce,2021-03-21,6635.48,Y
CUST0000076,Ahmed,Robinson,ahmed.robinson453@example.com,China,Wholesale,2023-09-25,7028.31,Y
CUST0000077,David,Garcia,david.garcia291@example.com,Japan,VIP,2021-10-04,7876.07,Y
CUST0000078,Jessica,Martin,jessica.martin231@example.com,Saudi Arabia,Wholesale,2019-08-27,884.65,Y
CUST0000079,Jessica,Walker,jessica.walker626@example.com,Singapore,Retail,2023-02-09,2719.46,Y
CUST0000080,Richard,Harris,richard.harris507@example.com,India,Wholesale,2019-08-28,1115.75,Y
CUST0000081,James,Miller,james.miller798@example.com,India,Wholesale,2019-12-22,10442.65,Y
CUST0000082,Layla,Robinson,layla.robinson52@example.com,Japan,Wholesale,2019-05-13,5381.51,Y
CUST0000083,Ingrid,King,ingrid.king573@example.com,Brazil,E-Commerce,2026-06-21,2509.09,Y
CUST0000084,Omar,Ramirez,omar.ramirez851@example.com,South Africa,VIP,2023-01-01,828.34,Y
CUST0000085,Yuki,Lewis,yuki.lewis266@example.com,Saudi Arabia,Wholesale,2025-02-24,2362.44,Y
CUST0000086,Layla,Young,layla.young642@example.com,Germany,E-Commerce,2022-12-07,2466.57,Y
CUST0000087,Charles,Thomas,charles.thomas279@example.com,UAE,E-Commerce,2024-01-22,7039.38,Y
CUST0000088,Elizabeth,Anderson,elizabeth.anderson393@example.com,Mexico,Wholesale,2025-12-03,5574.45,Y
CUST0000089,Carlos,Clark,carlos.clark339@example.com,Japan,Corporate,2022-08-31,11411.26,Y
CUST0000090,Carlos,Harris,carlos.harris927@example.com,Saudi Arabia,VIP,2025-10-19,3695.33,Y
CUST0000091,Raj,Walker,raj.walker7@example.com,UAE,E-Commerce,2026-06-14,1136.86,Y
CUST0000092,Carlos,Wright,carlos.wright766@example.com,Mexico,VIP,2024-10-06,6745.63,Y
CUST0000093,Sakura,Anderson,sakura.anderson280@example.com,India,Corporate,2018-04-29,7651.96,Y
CUST0000094,Priya,,priya.hernandez861@example.com,China,Wholesale,2024-12-23,4619.44,Y
CUST0000095,Priya,Johnson,priya.johnson86@example.com,Australia,Corporate,2019-07-10,7869.45,Y
CUST0000096,Barbara,Brown,barbara.brown267@example.com,India,E-Commerce,2020-05-16,3904.07,Y
CUST0000097,Fatima,Harris,fatima.harris285@example.com,Saudi Arabia,Corporate,2020-10-30,4198.39,Y
CUST0000098,Yuki,Johnson,yuki.johnson768@example.com,Japan,Retail,2021-12-04,3289.07,Y
CUST0000099,John,Williams,john.williams773@example.com,USA,Wholesale,2020-03-27,628.74,Y
CUST0000100,Elizabeth,Thomas,elizabeth.thomas130@example.com,China,Retail,2024-04-29,1070.84,N
CUST0000101,Ingrid,Taylor,ingrid.taylor786@example.com,UAE,Wholesale,2024-10-17,659.67,Y
CUST0000102,Linda,Hernandez,linda.hernandez988@example.com,France,Retail,2024-06-28,5558.65,Y
CUST0000103,Karen,Harris,karen.harris407@example.com,Mexico,Wholesale,2018-11-08,2386.98,Y
CUST0000104,Jessica,,jessica.miller714@example.com,Saudi Arabia,E-Commerce,2025-09-03,4052.19,Y
CUST0000105,Linda,Williams,linda.williams356@example.com,Japan,Corporate,2025-06-02,12406.33,Y
CUST0000106,Omar,Perez,omar.perez13@example.com,Singapore,Corporate,2023-07-01,1933.69,Y
CUST0000107,Mei,Robinson,mei.robinson725@example.com,UK,Corporate,2019-12-23,3141.41,Y
CUST0000108,Sarah,Wright,sarah.wright794@example.com,China,Corporate,2022-11-20,7543.75,Y
CUST0000109,Sarah,Lee,sarah.lee873@example.com,Germany,Retail,2021-02-16,1799.03,Y
CUST0000110,Jessica,Robinson,jessica.robinson584@example.com,Brazil,Corporate,2021-10-09,900.52,Y
CUST0000111,Ahmed,Lopez,ahmed.lopez500@example.com,Germany,E-Commerce,2020-11-24,2210.7,Y
CUST0000112,Sarah,Scott,sarah.scott11@example.com,Japan,Wholesale,2018-12-17,1379.04,Y
CUST0000113,Carlos,Young,carlos.young569@example.com,Saudi Arabia,Wholesale,2025-09-29,13774.75,Y
CUST0000114,Sakura,Lewis,sakura.lewis812@example.com,USA,Retail,2021-04-20,8754.44,Y
CUST0000115,Jessica,Martin,jessica.martin680@example.com,Brazil,E-Commerce,2023-04-23,5517.47,Y
CUST0000116,Wei,Ramirez,wei.ramirez764@example.com,Japan,E-Commerce,2021-12-12,10757.6,Y
CUST0000117,Sarah,Martin,sarah.martin258@example.com,Germany,Retail,2026-02-02,8639.84,Y
CUST0000118,Linda,Wright,linda.wright974@example.com,Saudi Arabia,Wholesale,2020-02-24,1532.48,Y
CUST0000119,Yuki,Moore,yuki.moore742@example.com,Brazil,VIP,2024-09-10,11654.07,Y
CUST0000120,Michael,Gonzalez,michael.gonzalez304@example.com,Germany,E-Commerce,2020-01-05,4375.5,Y
CUST0000121,Liam,Rodriguez,liam.rodriguez281@example.com,USA,Retail,2024-03-16,8736.74,Y
CUST0000122,William,Young,william.young106@example.com,Singapore,Retail,2024-06-09,11821.21,Y
CUST0000123,Yuki,Lewis,yuki.lewis349@example.com,UK,Retail,2020-10-31,2413.65,N
CUST0000124,Yuki,Davis,yuki.davis842@example.com,Canada,Corporate,2023-07-08,1082.96,Y
CUST0000125,Patricia,Martinez,patricia.martinez153@example.com,Saudi Arabia,VIP,2021-05-29,1793.43,Y
CUST0000126,Jessica,Davis,jessica.davis572@example.com,Saudi Arabia,Corporate,2024-10-19,3285.29,Y
CUST0000127,Joseph,King,,China,Corporate,2021-05-02,9019.15,Y
CUST0000128,Sofia,Martin,sofia.martin583@example.com,Brazil,Retail,2024-11-02,10356.72,N
CUST0000129,Michael,Wilson,michael.wilson641@example.com,Germany,E-Commerce,2025-05-29,534.88,Y
CUST0000130,Jessica,Lopez,jessica.lopez566@example.com,Canada,Wholesale,2018-01-11,4074.38,Y
CUST0000131,Yuki,Jackson,yuki.jackson34@example.com,Germany,E-Commerce,2025-12-05,3201.37,Y
CUST0000132,Ingrid,Jones,ingrid.jones704@example.com,Germany,E-Commerce,2025-01-04,1755.84,Y
CUST0000133,Richard,Ramirez,richard.ramirez118@example.com,Japan,Wholesale,2025-04-06,1138.4,Y
CUST0000134,Sarah,Martinez,sarah.martinez74@example.com,USA,Wholesale,2021-06-13,2559.54,Y
CUST0000135,Charles,Lewis,charles.lewis128@example.com,China,E-Commerce,2025-11-06,14815.61,Y
CUST0000136,Sarah,Allen,sarah.allen553@example.com,China,Corporate,2018-11-26,2451.92,Y
CUST0000137,Sofia,Lee,sofia.lee619@example.com,France,Retail,2019-01-10,4157.26,Y
CUST0000138,Mary,Moore,mary.moore591@example.com,USA,Wholesale,2023-04-12,6570.43,Y
CUST0000139,Hans,Moore,hans.moore186@example.com,Brazil,Corporate,2025-02-13,2759.87,Y
CUST0000140,Jennifer,Walker,jennifer.walker357@example.com,India,E-Commerce,2021-08-08,18338.99,Y
CUST0000141,David,Perez,david.perez422@example.com,Mexico,Corporate,2021-03-26,16910.05,Y
CUST0000142,Priya,Scott,priya.scott38@example.com,China,Retail,2021-07-12,1950.31,Y
CUST0000143,Linda,Sanchez,linda.sanchez886@example.com,Japan,Retail,2025-05-17,3938.3,Y
CUST0000144,Ingrid,Clark,ingrid.clark56@example.com,Germany,VIP,2022-01-21,2289.65,Y
CUST0000145,Sakura,Lewis,sakura.lewis779@example.com,USA,Wholesale,2020-12-29,2176.25,Y
CUST0000146,Charles,Lewis,charles.lewis902@example.com,Mexico,Corporate,2019-05-13,687.92,Y
CUST0000147,Jessica,Hernandez,jessica.hernandez319@example.com,Japan,Retail,2024-03-12,5202.46,Y
CUST0000148,Joseph,Davis,joseph.davis473@example.com,Canada,Wholesale,2023-08-04,3992.6,N
CUST0000149,Charles,Allen,charles.allen723@example.com,France,Corporate,2023-05-31,764.26,N
CUST0000150,Jessica,Robinson,jessica.robinson565@example.com,UK,Corporate,2020-02-20,2133.13,N
CUST0000151,Omar,Rodriguez,omar.rodriguez885@example.com,Canada,E-Commerce,2022-08-27,12444.3,Y
CUST0000152,Omar,Moore,omar.moore841@example.com,USA,E-Commerce,2026-02-21,1869.3,Y
CUST0000153,Sakura,Martinez,sakura.martinez458@example.com,Japan,Corporate,2021-11-14,1282.65,Y
CUST0000154,Liam,Harris,liam.harris467@example.com,South Africa,E-Commerce,2020-02-12,3861.36,N
CUST0000155,Jessica,Harris,jessica.harris240@example.com,Singapore,Corporate,2018-06-28,21720.18,Y
CUST0000156,Yuki,Harris,yuki.harris396@example.com,Australia,Wholesale,2023-07-22,1885.72,N
CUST0000157,William,Allen,william.allen989@example.com,Brazil,E-Commerce,2019-02-16,6075.78,Y
CUST0000158,Hans,Miller,hans.miller539@example.com,South Africa,Corporate,2018-03-04,7669.44,Y
CUST0000159,Carlos,Martinez,carlos.martinez77@example.com,China,E-Commerce,2021-10-18,1856.67,Y
CUST0000160,Priya,Garcia,priya.garcia873@example.com,UAE,VIP,2022-04-06,7013.74,N
CUST0000161,Sakura,Wright,sakura.wright37@example.com,Brazil,Retail,2020-08-19,2792.61,Y
CUST0000162,Charles,Anderson,charles.anderson765@example.com,Canada,Corporate,2019-02-08,5502.52,Y
CUST0000163,Michael,Lewis,michael.lewis171@example.com,Mexico,E-Commerce,2018-04-29,5519.19,Y
CUST0000164,Patricia,Jackson,patricia.jackson368@example.com,UAE,Corporate,2019-08-20,4336.93,Y
CUST0000165,Carlos,Lopez,carlos.lopez175@example.com,UK,Retail,2024-11-01,973.15,Y
CUST0000166,Jessica,Young,jessica.young935@example.com,Brazil,Wholesale,2020-08-09,9518.22,Y
CUST0000167,Thomas,Robinson,thomas.robinson262@example.com,Australia,Retail,2023-03-21,2434.05,N
CUST0000168,Liam,Hernandez,liam.hernandez76@example.com,China,E-Commerce,2024-08-03,1532.16,Y
CUST0000169,Sofia,Taylor,sofia.taylor468@example.com,Singapore,E-Commerce,2020-03-26,708.15,N
CUST0000170,Yuki,Miller,yuki.miller243@example.com,India,VIP,2022-01-10,4968.89,Y
CUST0000171,Charles,Johnson,charles.johnson850@example.com,Australia,Corporate,2021-01-29,6159.26,Y
CUST0000172,Patricia,Young,patricia.young853@example.com,South Africa,E-Commerce,2020-07-31,583.63,Y
CUST0000173,Wei,Anderson,wei.anderson652@example.com,Germany,VIP,2020-10-23,4088.15,Y
CUST0000174,William,Miller,william.miller926@example.com,Australia,Retail,2021-06-19,1784.12,Y
CUST0000175,Robert,White,robert.white750@example.com,UK,Retail,2021-04-23,5680.62,Y
CUST0000176,Carlos,Lopez,carlos.lopez206@example.com,UK,VIP,2022-02-07,1458.02,Y
CUST0000177,Sarah,Hernandez,sarah.hernandez264@example.com,South Africa,Corporate,2021-04-23,6371.06,Y
CUST0000178,Fatima,Davis,fatima.davis480@example.com,Canada,Wholesale,2026-06-17,2944.79,N
CUST0000179,Priya,Scott,priya.scott375@example.com,Canada,Corporate,2018-02-27,14301.72,Y
CUST0000180,Linda,Robinson,linda.robinson378@example.com,Australia,E-Commerce,2024-07-22,1239.72,Y
CUST0000181,Mei,Miller,mei.miller692@example.com,Germany,Corporate,2018-04-13,2585.66,Y
CUST0000182,Olivia,Lee,olivia.lee938@example.com,Brazil,Wholesale,2025-04-06,1102.22,Y
CUST0000183,Ingrid,Martin,ingrid.martin665@example.com,India,Retail,2019-07-27,13430.95,Y
CUST0000184,Robert,Martin,robert.martin505@example.com,Canada,Retail,2020-08-19,10991.67,Y
CUST0000185,William,Harris,william.harris465@example.com,UAE,VIP,2022-09-13,1991.64,Y
CUST0000186,Elizabeth,Clark,elizabeth.clark671@example.com,Canada,Corporate,2024-11-26,5893.81,Y
CUST0000187,Sarah,Williams,sarah.williams707@example.com,UAE,Wholesale,2022-12-22,8997.42,Y
CUST0000188,Jessica,White,jessica.white102@example.com,Australia,E-Commerce,2024-02-09,4550.66,N
CUST0000189,Wei,Brown,wei.brown408@example.com,France,Wholesale,2019-05-16,4271.4,N
CUST0000190,Ingrid,Garcia,ingrid.garcia679@example.com,Germany,VIP,2018-03-29,1884.39,Y
CUST0000191,Fatima,Thomas,fatima.thomas129@example.com,Saudi Arabia,VIP,2020-04-20,988.63,Y
CUST0000192,Olivia,Wilson,olivia.wilson601@example.com,Germany,Wholesale,2021-09-07,11875.62,Y
CUST0000193,James,Moore,james.moore880@example.com,UK,Wholesale,2024-01-22,12033.87,Y
CUST0000194,Barbara,Davis,barbara.davis677@example.com,Singapore,Retail,2019-06-24,5513.35,Y
CUST0000195,Jessica,Lee,jessica.lee17@example.com,UK,E-Commerce,2018-08-03,2570.23,Y
CUST0000196,Carlos,King,carlos.king117@example.com,Mexico,Retail,2023-05-05,2647.84,Y
CUST0000197,Mei,Allen,mei.allen608@example.com,Canada,Corporate,2023-08-26,6972.33,Y
CUST0000198,Robert,King,robert.king309@example.com,China,Retail,2018-09-07,11870.49,N
CUST0000199,Priya,Ramirez,priya.ramirez703@example.com,Canada,Corporate,2025-12-27,11405.66,N
CUST0000200,John,Garcia,john.garcia330@example.com,Brazil,Wholesale,2018-09-27,8067.81,Y
CUST0000201,Olivia,Lee,olivia.lee391@example.com,Brazil,VIP,2021-04-22,5636.55,Y
CUST0000202,Sofia,Miller,sofia.miller813@example.com,Mexico,Retail,2025-05-05,939.46,Y
CUST0000203,Olivia,Wilson,olivia.wilson441@example.com,China,Wholesale,2022-08-22,1381.47,Y
CUST0000204,Ingrid,Sanchez,ingrid.sanchez426@example.com,Mexico,Retail,2021-07-04,11941.15,Y
CUST0000205,Thomas,White,thomas.white977@example.com,UK,Corporate,2018-10-02,5162.47,Y
CUST0000206,Jennifer,Garcia,jennifer.garcia443@example.com,Canada,E-Commerce,2019-06-17,546.2,Y
CUST0000207,Olivia,Scott,olivia.scott338@example.com,Australia,Retail,2022-08-10,1034.98,Y
CUST0000208,Sofia,Brown,sofia.brown992@example.com,France,VIP,2021-07-03,5945.81,Y
CUST0000209,Omar,Wilson,omar.wilson159@example.com,Australia,Corporate,2020-07-07,525.37,Y
CUST0000210,Wei,Scott,wei.scott377@example.com,Canada,E-Commerce,2024-06-09,1376.58,Y
CUST0000211,Sofia,Scott,sofia.scott998@example.com,Saudi Arabia,VIP,2024-11-18,4478.49,Y
CUST0000212,Olivia,Johnson,olivia.johnson624@example.com,South Africa,E-Commerce,2018-04-29,6386.58,Y
CUST0000213,Karen,Perez,karen.perez360@example.com,USA,Wholesale,2019-08-10,5777.21,Y
CUST0000214,Priya,Jones,priya.jones146@example.com,Mexico,Retail,2019-01-11,1769.75,Y
CUST0000215,Susan,Harris,susan.harris430@example.com,China,E-Commerce,2019-10-07,6727.09,Y
CUST0000216,Ahmed,Garcia,ahmed.garcia905@example.com,USA,Wholesale,2019-10-07,1854.12,Y
CUST0000217,Patricia,Garcia,patricia.garcia279@example.com,China,Corporate,2023-06-13,2468.17,Y
CUST0000218,Carlos,Moore,carlos.moore221@example.com,Saudi Arabia,VIP,2019-04-12,7361.79,Y
CUST0000219,Linda,Jackson,linda.jackson695@example.com,Australia,VIP,2023-06-17,5743.87,Y
CUST0000220,Karen,Williams,karen.williams226@example.com,India,VIP,2018-08-13,9959.78,Y
CUST0000221,Karen,Wilson,karen.wilson786@example.com,UK,E-Commerce,2021-03-31,5859.07,Y
CUST0000222,James,Young,james.young765@example.com,India,Wholesale,2019-06-14,4700.22,Y
CUST0000223,Joseph,Allen,joseph.allen573@example.com,Singapore,E-Commerce,2018-10-23,991.79,Y
CUST0000224,Robert,Ramirez,robert.ramirez20@example.com,China,Retail,2021-07-06,2792.08,Y
CUST0000225,Priya,Clark,priya.clark297@example.com,Canada,Corporate,2018-03-27,2040.8,N
CUST0000226,David,Robinson,david.robinson852@example.com,Mexico,E-Commerce,2018-12-27,1898.5,Y
CUST0000227,Michael,Thomas,michael.thomas447@example.com,Brazil,Corporate,2023-11-17,18561.55,Y
CUST0000228,Karen,Perez,karen.perez227@example.com,UAE,Wholesale,2018-11-09,2996.94,Y
CUST0000229,Linda,King,linda.king523@example.com,Germany,E-Commerce,2021-12-09,11630.28,Y
CUST0000230,Elizabeth,Thomas,elizabeth.thomas106@example.com,UK,E-Commerce,2020-03-19,5486.67,Y
CUST0000231,Elizabeth,Jones,elizabeth.jones182@example.com,Saudi Arabia,Corporate,2023-03-16,8419.13,Y
CUST0000232,Hans,Lee,hans.lee885@example.com,Australia,E-Commerce,2019-09-11,3992.18,Y
CUST0000233,Yuki,Lewis,yuki.lewis647@example.com,France,E-Commerce,2024-08-19,4800.78,Y
CUST0000234,Omar,Jones,omar.jones318@example.com,China,Corporate,2018-06-04,3891.47,Y
CUST0000235,Charles,Jones,charles.jones661@example.com,Singapore,Retail,2024-11-24,1586.07,Y
CUST0000236,Raj,Robinson,raj.robinson595@example.com,Japan,Retail,2023-01-17,6908.81,N
CUST0000237,Richard,Lee,richard.lee620@example.com,China,VIP,2019-09-10,2147.89,N
CUST0000238,Hans,Miller,hans.miller831@example.com,South Africa,E-Commerce,2026-01-04,623.08,Y
CUST0000239,Barbara,Williams,barbara.williams254@example.com,Mexico,Corporate,2022-12-05,5684.84,Y
CUST0000240,David,White,david.white382@example.com,South Africa,E-Commerce,2022-05-06,1474.67,Y
CUST0000241,Fatima,Brown,fatima.brown809@example.com,Australia,E-Commerce,2018-09-27,14605.42,Y
CUST0000242,Olivia,Harris,olivia.harris291@example.com,France,VIP,2019-09-08,15887.81,Y
CUST0000243,Elizabeth,Thompson,elizabeth.thompson318@example.com,Australia,Corporate,2019-06-13,12817.55,Y
CUST0000244,Jennifer,Martin,jennifer.martin573@example.com,India,E-Commerce,2019-06-08,2811.44,Y
CUST0000245,Layla,Garcia,layla.garcia662@example.com,Australia,Corporate,2023-09-14,577.89,Y
CUST0000246,Mei,Martin,mei.martin185@example.com,Germany,E-Commerce,2026-08-05,13677.62,Y
CUST0000247,Joseph,Rodriguez,joseph.rodriguez159@example.com,Canada,E-Commerce,2019-02-19,3294.69,Y
CUST0000248,Liam,King,liam.king39@example.com,Australia,E-Commerce,2026-08-05,17504.21,Y
CUST0000249,Raj,Martinez,raj.martinez167@example.com,UK,VIP,2019-11-10,17068.68,Y
CUST0000250,Robert,Clark,robert.clark374@example.com,Australia,Wholesale,2022-12-25,10086.94,Y
CUST0000251,Hans,Anderson,hans.anderson547@example.com,Germany,E-Commerce,2023-04-06,2243.88,N
CUST0000252,Richard,,richard.white695@example.com,Brazil,Corporate,2023-03-07,2931.46,Y
CUST0000253,Raj,Allen,raj.allen541@example.com,India,Wholesale,2020-03-28,10023.63,Y
CUST0000254,William,Taylor,william.taylor54@example.com,Australia,Corporate,2022-03-01,2405.73,Y
CUST0000255,Michael,King,michael.king872@example.com,Canada,E-Commerce,2018-12-10,1428.59,Y
CUST0000256,Sarah,Lewis,sarah.lewis928@example.com,Japan,Wholesale,2022-11-27,4568.68,Y
CUST0000257,Joseph,Lewis,joseph.lewis906@example.com,UAE,Retail,2022-08-27,14256.47,Y
CUST0000258,Omar,White,omar.white242@example.com,India,Retail,2022-03-16,6454.13,Y
CUST0000259,Ahmed,Miller,ahmed.miller860@example.com,Mexico,E-Commerce,2019-08-22,4720.56,Y
CUST0000260,Charles,Walker,charles.walker713@example.com,Singapore,Wholesale,2026-07-06,1011.14,Y
CUST0000261,Hans,Smith,hans.smith928@example.com,Canada,Retail,2020-11-14,5272.65,Y
CUST0000262,Elizabeth,Scott,elizabeth.scott963@example.com,Mexico,VIP,2023-12-02,23552.85,Y
CUST0000263,Charles,Thomas,charles.thomas309@example.com,Canada,Retail,2020-09-03,1254.6,Y
CUST0000264,Ingrid,Jones,ingrid.jones114@example.com,Singapore,Corporate,2024-09-10,4152.48,Y
CUST0000265,Omar,Thomas,omar.thomas736@example.com,UK,E-Commerce,2022-10-25,10993.04,Y
CUST0000266,Wei,Thomas,wei.thomas585@example.com,India,Wholesale,2025-06-14,7250.17,Y
CUST0000267,Layla,White,layla.white70@example.com,Japan,VIP,2023-09-10,6470.37,Y
CUST0000268,Omar,Scott,omar.scott21@example.com,India,Corporate,2018-06-28,6561.44,Y
CUST0000269,Mei,Taylor,mei.taylor766@example.com,USA,E-Commerce,2018-10-04,2727.46,Y
